,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
166,24.0,5.0,anything,2.0,never,working on college/university,white,72.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,1
167,30.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,education / academia,whatever,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,christianity,17
168,19.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,69.0,student,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,none,9
169,21.0,2.0,anything,2.0,never,working on college/university,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,8
170,23.0,3.0,vegetarian,3.0,sometimes,working on college/university,white,70.0,student,whatever,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,none,26
171,58.0,2.0,anything,2.0,never,graduated from grad,white,70.0,law / legal services,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,christianity,7
172,24.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,33
173,47.0,3.0,anything,2.0,never,graduated from grad,white,69.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,27
174,34.0,5.0,anything,2.0,sometimes,graduated from college/university,white,66.0,artistic / musical / writer,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,46
175,47.0,2.0,anything,2.0,never,graduated from grad,mixed,66.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,2
176,29.0,4.0,anything,3.0,never,graduated from college/university,white,70.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,32
177,22.0,4.0,vegetarian,2.0,never,working on college/university,white,67.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,33
178,39.0,3.0,anything,2.0,never,working on grad,white,69.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,5
179,22.0,3.0,vegetarian,2.0,never,working on college/university,white,64.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,41
180,31.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,32
181,47.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,27
182,47.0,2.0,anything,2.0,never,graduated from college/university,black,65.0,clerical / administrative,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,2
183,28.0,5.0,anything,2.0,never,working on college/university,mixed,66.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,atheism,42
184,30.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,17
185,27.0,3.0,anything,2.0,never,working on grad,mixed,73.0,education / academia,whatever,no,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,catholicism,25
186,30.0,5.0,anything,1.0,sometimes,graduated from college/university,white,74.0,computer / hardware / software,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,23
187,42.0,2.0,anything,2.0,never,graduated from college/university,white,71.0,sales / marketing / biz dev,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,39
188,45.0,3.0,anything,2.0,never,working on college/university,white,69.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,none,24
189,58.0,5.0,anything,3.0,never,graduated from grad,white,74.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,agnosticism,7
190,25.0,3.0,anything,2.0,never,graduated from grad,mixed,68.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,26
191,32.0,5.0,anything,2.0,sometimes,working on college/university,mixed,71.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,catholicism,44
192,27.0,3.0,other,2.0,never,working on college/university,white,74.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,atheism,25
193,40.0,2.0,anything,2.0,never,graduated from grad,white,63.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,6
194,26.0,3.0,vegetarian,2.0,never,graduated from college/university,white,70.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,0
195,28.0,5.0,vegan,0.0,never,working on grad,white,69.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,37
196,19.0,3.0,anything,1.0,never,working on college/university,white,66.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,8
197,26.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,law / legal services,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,0
198,19.0,2.0,vegetarian,2.0,never,working on college/university,white,68.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,8
199,63.0,5.0,anything,3.0,never,working on college/university,white,68.0,clerical / administrative,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,45
200,33.0,5.0,vegetarian,1.0,never,graduated from college/university,mixed,69.0,executive / management,whatever,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,atheism,40
201,29.0,5.0,anything,2.0,never,graduated from college/university,mixed,67.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,17
202,29.0,3.0,vegetarian,2.0,sometimes,space camp,white,69.0,medicine / health,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,32
203,45.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,judaism,24
204,33.0,3.0,anything,2.0,never,graduated from college/university,mixed,63.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,35
205,44.0,3.0,anything,2.0,never,graduated from grad,white,68.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,atheism,24
206,21.0,5.0,anything,2.0,never,working on college/university,mixed,72.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,29
207,25.0,2.0,vegetarian,1.0,never,working on grad,white,74.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,25
208,25.0,3.0,other,2.0,never,graduated from college/university,white,61.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,3
209,35.0,5.0,vegetarian,0.0,never,graduated from grad,white,70.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,islam,14
210,22.0,5.0,anything,2.0,sometimes,working on college/university,white,71.0,entertainment / media,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,yes,atheism,29
211,22.0,4.0,anything,2.0,never,working on college/university,white,64.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,41
212,24.0,5.0,other,2.0,never,graduated from college/university,white,71.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,1
213,33.0,2.0,anything,2.0,never,graduated from grad,hispanic / latin,62.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,other,35
214,31.0,5.0,anything,2.0,never,graduated from grad,mixed,68.0,law / legal services,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,40
215,45.0,3.0,other,2.0,never,graduated from college/university,hispanic / latin,68.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,none,24
216,24.0,2.0,anything,2.0,sometimes,graduated from college/university,white,68.0,entertainment / media,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26
217,28.0,3.0,anything,3.0,never,space camp,white,67.0,hospitality / travel,whatever,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,22
218,23.0,3.0,anything,2.0,sometimes,graduated from college/university,white,71.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,26
219,35.0,5.0,vegetarian,2.0,never,graduated from grad,indian,67.0,science / tech / engineering,does_not_matter,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,hinduism.,12
220,26.0,3.0,other,2.0,never,graduated from college/university,mixed,71.0,other,does_not_matter,when drinking,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,atheism,0
221,42.0,5.0,vegetarian,2.0,never,graduated from college/university,white,71.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,39
222,27.0,5.0,anything,2.0,never,working on grad,white,69.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,catholicism,37
223,49.0,3.0,anything,2.0,never,graduated from grad,asian,66.0,computer / hardware / software,whatever,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,agnosticism,47
224,24.0,5.0,anything,2.0,never,working on grad,white,72.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,1
225,33.0,3.0,anything,2.0,sometimes,working on college/university,asian,62.0,other,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,35
226,42.0,5.0,anything,2.0,sometimes,graduated from college/university,white,76.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,38
227,25.0,5.0,other,2.0,never,working on grad,white,70.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,catholicism,1
228,27.0,5.0,anything,2.0,never,working on grad,white,74.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,25
229,20.0,1.0,halal,0.0,often,working on high school,mixed,59.0,sales / marketing / biz dev,matters,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hinduism.,18
230,61.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,7
231,44.0,3.0,anything,0.0,never,graduated from college/university,asian,67.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,24
232,62.0,3.0,other,0.0,never,graduated from grad,white,60.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,31
233,37.0,3.0,vegan,1.0,never,graduated from college/university,mixed,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,other,14
234,27.0,1.0,anything,3.0,never,working on college/university,mixed,80.0,other,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,30
235,43.0,5.0,other,0.0,never,graduated from grad,white,73.0,artistic / musical / writer,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,buddhism,39
236,31.0,5.0,anything,3.0,sometimes,space camp,mixed,70.0,other,whatever,sometimes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,32
237,34.0,5.0,anything,3.0,sometimes,graduated from college/university,white,75.0,hospitality / travel,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,16
238,24.0,3.0,anything,2.0,never,graduated from college/university,white,74.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,judaism,15
239,31.0,5.0,anything,2.0,never,graduated from grad,white,72.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,23
240,52.0,5.0,anything,2.0,never,graduated from grad,white,67.0,retired,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,none,48
241,25.0,3.0,anything,2.0,often,graduated from college/university,white,73.0,entertainment / media,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,1
242,44.0,3.0,anything,0.0,never,graduated from grad,white,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,39
243,28.0,5.0,anything,0.0,never,graduated from college/university,white,66.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,42
244,32.0,5.0,anything,2.0,sometimes,graduated from college/university,white,69.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,40
245,38.0,3.0,anything,0.0,never,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,other,5
246,29.0,2.0,vegetarian,2.0,sometimes,graduated from grad,mixed,79.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,30
247,25.0,2.0,anything,2.0,never,working on grad,white,65.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,49
248,54.0,5.0,vegan,2.0,never,graduated from college/university,black,69.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,48
249,37.0,5.0,anything,0.0,never,graduated from grad,asian,65.0,student,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,36
250,25.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,33
251,21.0,2.0,anything,2.0,sometimes,graduated from college/university,hispanic / latin,67.0,other,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,8
252,24.0,3.0,vegan,0.0,never,working on college/university,white,72.0,science / tech / engineering,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
253,48.0,3.0,anything,1.0,never,graduated from grad,white,71.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,27
254,43.0,3.0,anything,2.0,never,working on grad,asian,66.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,24
255,31.0,5.0,anything,2.0,never,working on grad,hispanic / latin,67.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,17
256,26.0,3.0,anything,2.0,never,graduated from college/university,white,76.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,25
257,61.0,3.0,anything,2.0,never,graduated from college/university,asian,64.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,31
258,26.0,5.0,anything,2.0,never,working on grad,white,71.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,0
259,28.0,5.0,anything,2.0,never,graduated from college/university,mixed,69.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,37
260,28.0,3.0,anything,2.0,never,graduated from college/university,asian,63.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,13
261,24.0,2.0,vegetarian,2.0,sometimes,working on college/university,mixed,64.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,41
262,36.0,5.0,anything,2.0,never,graduated from college/university,asian,67.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,12
263,32.0,5.0,anything,1.0,never,graduated from grad,indian,66.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,none,46
264,38.0,5.0,other,2.0,never,graduated from college/university,white,63.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,judaism,43
265,35.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,44
266,32.0,4.0,anything,2.0,never,graduated from college/university,white,75.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,23
267,33.0,4.0,anything,2.0,never,graduated from grad,white,64.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,46
268,23.0,4.0,vegetarian,2.0,never,graduated from college/university,white,71.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,1
269,39.0,5.0,anything,2.0,never,graduated from college/university,asian,64.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,36
270,24.0,4.0,anything,1.0,never,graduated from grad,asian,69.0,computer / hardware / software,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,none,26
271,25.0,3.0,anything,2.0,never,working on college/university,white,71.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,1
272,24.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,christianity,26
273,33.0,3.0,anything,3.0,never,graduated from college/university,middle eastern,69.0,construction / craftsmanship,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,islam,40
274,31.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,32
275,25.0,2.0,anything,2.0,never,working on grad,white,66.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,49
276,40.0,3.0,anything,2.0,never,graduated from grad,mixed,66.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,catholicism,5
