,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,k proto labels,k-proto-labels
151,24.0,2.0,anything,1.0,never,working on grad,white,70.0,education / academia,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,3,3
152,25.0,5.0,anything,2.0,sometimes,graduated from college/university,hispanic / latin,69.0,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,3,3
153,33.0,5.0,anything,2.0,never,graduated from grad,mixed,70.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,25,25
154,25.0,2.0,anything,1.0,never,working on college/university,black,67.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,34,34
155,26.0,3.0,anything,1.0,never,working on grad,asian,69.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,22,22
156,35.0,5.0,anything,2.0,sometimes,graduated from college/university,white,63.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,42,42
157,36.0,5.0,vegan,0.0,never,graduated from college/university,white,67.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,12,12
158,32.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,44,44
159,25.0,3.0,anything,1.0,never,graduated from college/university,asian,70.0,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,3,3
160,30.0,3.0,vegetarian,2.0,often,graduated from college/university,white,72.0,other,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,other,27,27
161,23.0,3.0,other,2.0,sometimes,working on college/university,mixed,70.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,14,14
162,38.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,41,41
163,23.0,4.0,vegan,3.0,sometimes,space camp,white,69.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,3,3
164,21.0,3.0,anything,0.0,never,working on college/university,mixed,72.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,atheism,49,49
165,19.0,1.0,anything,2.0,never,graduated from high school,hispanic / latin,63.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,2,2
166,24.0,5.0,anything,2.0,never,working on college/university,white,72.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,14,14
167,30.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,education / academia,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,christianity,18,18
168,19.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,69.0,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,10,10
169,21.0,2.0,anything,2.0,never,working on college/university,white,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,2,2
170,23.0,3.0,vegetarian,3.0,sometimes,working on college/university,white,70.0,student,whatever,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,none,3,3
171,58.0,2.0,anything,2.0,never,graduated from grad,white,70.0,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,christianity,4,4
172,24.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,34,34
173,47.0,3.0,anything,2.0,never,graduated from grad,white,69.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,38,38
174,34.0,5.0,anything,2.0,sometimes,graduated from college/university,white,66.0,artistic / musical / writer,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,12,12
175,47.0,2.0,anything,2.0,never,graduated from grad,mixed,66.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,48,48
176,29.0,4.0,anything,3.0,never,graduated from college/university,white,70.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,18,18
177,22.0,4.0,vegetarian,2.0,never,working on college/university,white,67.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,15,15
178,39.0,3.0,anything,2.0,never,working on grad,white,69.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,40,40
179,22.0,3.0,vegetarian,2.0,never,working on college/university,white,64.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,2,2
180,31.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,45,45
181,47.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,38,38
182,47.0,2.0,anything,2.0,never,graduated from college/university,black,65.0,clerical / administrative,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,48,48
183,28.0,5.0,anything,2.0,never,working on college/university,mixed,66.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,39,39
184,30.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,44,44
185,27.0,3.0,anything,2.0,never,working on grad,mixed,73.0,education / academia,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,26,26
186,30.0,5.0,anything,1.0,sometimes,graduated from college/university,white,74.0,computer / hardware / software,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,7,7
187,42.0,2.0,anything,2.0,never,graduated from college/university,white,71.0,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,40,40
188,45.0,3.0,anything,2.0,never,working on college/university,white,69.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,none,6,6
189,58.0,5.0,anything,3.0,never,graduated from grad,white,74.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism,4,4
190,25.0,3.0,anything,2.0,never,graduated from grad,mixed,68.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,3,3
191,32.0,5.0,anything,2.0,sometimes,working on college/university,mixed,71.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,catholicism,27,27
192,27.0,3.0,other,2.0,never,working on college/university,white,74.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,7,7
193,40.0,2.0,anything,2.0,never,graduated from grad,white,63.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,28,28
194,26.0,3.0,vegetarian,2.0,never,graduated from college/university,white,70.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,22,22
195,28.0,5.0,vegan,0.0,never,working on grad,white,69.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,13,13
196,19.0,3.0,anything,1.0,never,working on college/university,white,66.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,2,2
197,26.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,26,26
198,19.0,2.0,vegetarian,2.0,never,working on college/university,white,68.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,10,10
199,63.0,5.0,anything,3.0,never,working on college/university,white,68.0,clerical / administrative,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,8,8
200,33.0,5.0,vegetarian,1.0,never,graduated from college/university,mixed,69.0,executive / management,whatever,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,atheism,25,25
201,29.0,5.0,anything,2.0,never,graduated from college/university,mixed,67.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,44,44
202,29.0,3.0,vegetarian,2.0,sometimes,space camp,white,69.0,medicine / health,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,22,22
203,45.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,6,6
204,33.0,3.0,anything,2.0,never,graduated from college/university,mixed,63.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,24,24
205,44.0,3.0,anything,2.0,never,graduated from grad,white,68.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,atheism,37,37
206,21.0,5.0,anything,2.0,never,working on college/university,mixed,72.0,student,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,49,49
207,25.0,2.0,vegetarian,1.0,never,working on grad,white,74.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,33,33
208,25.0,3.0,other,2.0,never,graduated from college/university,white,61.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,19,19
209,35.0,5.0,vegetarian,0.0,never,graduated from grad,white,70.0,other,whatever,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,islam,25,25
210,22.0,5.0,anything,2.0,sometimes,working on college/university,white,71.0,entertainment / media,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,14,14
211,22.0,4.0,anything,2.0,never,working on college/university,white,64.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,2,2
212,24.0,5.0,other,2.0,never,graduated from college/university,white,71.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,14,14
213,33.0,2.0,anything,2.0,never,graduated from grad,hispanic / latin,62.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other,42,42
214,31.0,5.0,anything,2.0,never,graduated from grad,mixed,68.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,44,44
215,45.0,3.0,other,2.0,never,graduated from college/university,hispanic / latin,68.0,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,none,37,37
216,24.0,2.0,anything,2.0,sometimes,graduated from college/university,white,68.0,entertainment / media,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,3,3
217,28.0,3.0,anything,3.0,never,space camp,white,67.0,hospitality / travel,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,22,22
218,23.0,3.0,anything,2.0,sometimes,graduated from college/university,white,71.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,14,14
219,35.0,5.0,vegetarian,2.0,never,graduated from grad,indian,67.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,12,12
220,26.0,3.0,other,2.0,never,graduated from college/university,mixed,71.0,other,does_not_matter,when drinking,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,atheism,26,26
221,42.0,5.0,vegetarian,2.0,never,graduated from college/university,white,71.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,40,40
222,27.0,5.0,anything,2.0,never,working on grad,white,69.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,13,13
223,49.0,3.0,anything,2.0,never,graduated from grad,asian,66.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,agnosticism,48,48
224,24.0,5.0,anything,2.0,never,working on grad,white,72.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,14,14
225,33.0,3.0,anything,2.0,sometimes,working on college/university,asian,62.0,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,42,42
226,42.0,5.0,anything,2.0,sometimes,graduated from college/university,white,76.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,31,31
227,25.0,5.0,other,2.0,never,working on grad,white,70.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,26,26
228,27.0,5.0,anything,2.0,never,working on grad,white,74.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,7,7
229,20.0,1.0,halal,0.0,often,working on high school,mixed,59.0,sales / marketing / biz dev,matters,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hinduism.,23,23
230,61.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,8,8
231,44.0,3.0,anything,0.0,never,graduated from college/university,asian,67.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,37,37
232,62.0,3.0,other,0.0,never,graduated from grad,white,60.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,5,5
233,37.0,3.0,vegan,1.0,never,graduated from college/university,mixed,68.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other,47,47
234,27.0,1.0,anything,3.0,never,working on college/university,mixed,80.0,other,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,16,16
235,43.0,5.0,other,0.0,never,graduated from grad,white,73.0,artistic / musical / writer,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,buddhism,31,31
236,31.0,5.0,anything,3.0,sometimes,space camp,mixed,70.0,other,whatever,sometimes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,45,45
237,34.0,5.0,anything,3.0,sometimes,graduated from college/university,white,75.0,hospitality / travel,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,0,0
238,24.0,3.0,anything,2.0,never,graduated from college/university,white,74.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism,33,33
239,31.0,5.0,anything,2.0,never,graduated from grad,white,72.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,27,27
240,52.0,5.0,anything,2.0,never,graduated from grad,white,67.0,retired,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none,35,35
241,25.0,3.0,anything,2.0,often,graduated from college/university,white,73.0,entertainment / media,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,33,33
242,44.0,3.0,anything,0.0,never,graduated from grad,white,71.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,6,6
243,28.0,5.0,anything,0.0,never,graduated from college/university,white,66.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,christianity,39,39
244,32.0,5.0,anything,2.0,sometimes,graduated from college/university,white,69.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,45,45
245,38.0,3.0,anything,0.0,never,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,9,9
246,29.0,2.0,vegetarian,2.0,sometimes,graduated from grad,mixed,79.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,7,7
247,25.0,2.0,anything,2.0,never,working on grad,white,65.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,34,34
248,54.0,5.0,vegan,2.0,never,graduated from college/university,black,69.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,29,29
249,37.0,5.0,anything,0.0,never,graduated from grad,asian,65.0,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,12,12
250,25.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,46,46
251,21.0,2.0,anything,2.0,sometimes,graduated from college/university,hispanic / latin,67.0,other,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,10,10
252,24.0,3.0,vegan,0.0,never,working on college/university,white,72.0,science / tech / engineering,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,14,14
253,48.0,3.0,anything,1.0,never,graduated from grad,white,71.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,38,38
254,43.0,3.0,anything,2.0,never,working on grad,asian,66.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,37,37
255,31.0,5.0,anything,2.0,never,working on grad,hispanic / latin,67.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,44,44
256,26.0,3.0,anything,2.0,never,graduated from college/university,white,76.0,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,33,33
257,61.0,3.0,anything,2.0,never,graduated from college/university,asian,64.0,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,5,5
258,26.0,5.0,anything,2.0,never,working on grad,white,71.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,26,26
