,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
11174,31846,38,single,m,straight,5,anything,3,never,graduated from college/university,white,68.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
5701,16306,24,single,m,gay,2,anything,0,never,graduated from high school,black,72.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
5570,15928,20,single,f,straight,5,anything,2,never,working on college/university,asian,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
10180,29013,40,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
18055,51983,28,single,f,straight,5,anything,1,never,working on grad,asian,62.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,catholicism
813,2198,34,single,m,straight,5,anything,2,never,graduated from college/university,mixed,67.0,other,A,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
13261,37834,54,single,f,straight,3,anything,2,never,graduated from college/university,asian,62.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,none
11450,32683,33,single,f,straight,5,anything,2,never,graduated from college/university,white,68.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
183,490,23,single,m,straight,1,anything,4,often,graduated from college/university,white,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,other
17448,50087,38,single,f,straight,5,anything,2,never,graduated from grad,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
10244,29179,33,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,judaism
4836,13886,23,single,f,straight,4,anything,2,never,working on college/university,white,67.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,agnosticism
15958,45664,37,single,m,straight,5,vegetarian,2,sometimes,working on grad,mixed,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
110,293,36,single,f,straight,5,anything,2,never,graduated from college/university,asian,63.0,other,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
9931,28320,45,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
2797,7866,24,single,m,straight,4,anything,2,sometimes,graduated from college/university,mixed,67.0,other,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
8736,25040,29,single,f,straight,2,anything,2,sometimes,graduated from college/university,white,67.0,artistic / musical / writer,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
7803,22305,24,single,m,gay,3,other,1,never,graduated from college/university,white,67.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
11049,31499,34,single,f,straight,2,vegetarian,2,sometimes,graduated from grad,hispanic / latin,62.0,other,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
16584,47559,33,single,m,straight,3,anything,3,never,graduated from college/university,asian,67.0,computer / hardware / software,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
3427,9649,30,single,m,straight,5,anything,3,sometimes,graduated from college/university,white,69.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
3498,9847,27,seeing someone,m,straight,5,anything,2,sometimes,working on grad,white,68.0,hospitality / travel,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
12691,36202,27,single,f,straight,3,anything,2,never,graduated from college/university,white,62.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism
20618,59356,53,single,f,straight,3,anything,0,never,space camp,white,62.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,other
12620,36012,24,single,m,straight,5,other,2,sometimes,working on college/university,white,72.0,computer / hardware / software,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
14777,42267,27,single,f,bisexual,3,anything,2,sometimes,working on grad,white,72.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
10956,31236,30,single,m,straight,2,anything,2,never,graduated from grad,hispanic / latin,68.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,Tatheism
5191,14902,33,single,m,straight,5,anything,2,never,graduated from grad,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
19793,56846,20,single,m,straight,4,anything,2,never,working on college/university,white,74.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
16225,46470,35,single,m,straight,3,anything,2,never,working on college/university,white,70.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
3516,9912,27,single,m,straight,3,anything,2,never,graduated from grad,asian,72.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
231,615,45,single,f,straight,2,anything,2,never,graduated from grad,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
9924,28300,34,single,m,straight,5,anything,1,never,graduated from grad,indian,73.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,hinduism.
12929,36868,31,single,m,straight,3,anything,2,never,graduated from grad,white,69.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
3690,10469,25,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16254,46562,31,single,m,straight,5,anything,2,never,graduated from college/university,mixed,69.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
1054,2929,32,single,m,straight,4,anything,2,never,graduated from college/university,white,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
6093,17402,30,single,m,straight,2,anything,2,never,working on college/university,hispanic / latin,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
875,2350,22,single,f,straight,5,anything,2,never,working on college/university,hispanic / latin,63.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,none
17268,49553,25,single,m,straight,3,anything,0,never,graduated from college/university,white,75.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
7778,22239,48,single,f,straight,2,anything,1,never,graduated from grad,white,64.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,judaism
4838,13899,29,single,f,straight,5,anything,2,never,graduated from grad,white,68.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
18309,52749,18,single,f,straight,2,vegetarian,2,never,working on college/university,mixed,59.0,student,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
20361,58593,40,single,m,gay,5,other,2,never,graduated from grad,white,71.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
11897,33957,32,single,m,gay,5,anything,2,never,graduated from grad,mixed,66.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
20613,59337,43,single,m,straight,3,anything,1,never,space camp,white,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,Tatheism
5237,15059,29,single,m,straight,4,anything,2,never,graduated from college/university,white,69.0,science / tech / engineering,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
11996,34225,32,single,m,straight,2,anything,2,never,graduated from college/university,white,72.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
6150,17586,24,single,m,straight,3,anything,1,never,graduated from college/university,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
5990,17129,59,single,f,straight,5,anything,2,never,graduated from grad,white,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,other
1332,3701,22,single,m,straight,3,vegetarian,0,never,graduated from college/university,mixed,71.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,hinduism.
17859,51371,33,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,73.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
3419,9631,22,single,m,straight,5,anything,2,never,working on college/university,hispanic / latin,69.0,student,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
10138,28901,31,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,68.0,medicine / health,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
5343,15303,21,single,m,straight,5,anything,2,never,working on college/university,mixed,73.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
11156,31793,33,single,f,straight,5,vegetarian,2,never,graduated from grad,black,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
6376,18232,46,single,m,straight,2,other,0,never,graduated from college/university,white,70.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
14154,40378,28,single,m,straight,3,anything,2,sometimes,working on grad,hispanic / latin,66.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
5837,16695,28,seeing someone,m,straight,5,anything,2,sometimes,graduated from college/university,mixed,72.0,artistic / musical / writer,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
18593,53521,34,single,f,straight,2,anything,0,never,graduated from college/university,white,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
3484,9810,25,single,f,straight,5,anything,2,never,working on grad,white,67.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
10255,29223,28,single,m,straight,3,anything,3,never,working on grad,white,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
14060,40096,37,single,m,straight,5,anything,2,never,graduated from college/university,mixed,68.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
19632,56431,29,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,70.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
4712,13519,28,single,m,straight,5,vegetarian,3,sometimes,graduated from college/university,white,72.0,entertainment / media,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
8530,24469,48,single,f,straight,2,anything,3,never,graduated from grad,white,68.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
516,1424,27,single,m,straight,5,anything,2,sometimes,graduated from college/university,mixed,72.0,executive / management,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
12074,34474,28,single,m,straight,5,anything,2,never,graduated from grad,white,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
14629,41840,30,single,m,bisexual,3,anything,2,never,graduated from high school,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,Tatheism
20011,57532,31,single,f,straight,4,anything,2,never,graduated from college/university,mixed,62.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
1436,3985,44,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,72.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
11528,32890,29,single,m,straight,5,anything,2,never,graduated from grad,mixed,71.0,law / legal services,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
18134,52214,32,single,m,straight,3,anything,0,never,working on college/university,mixed,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
14632,41853,27,single,m,straight,5,anything,2,sometimes,working on grad,white,70.0,entertainment / media,A,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
12361,35265,28,single,f,straight,3,anything,0,never,graduated from grad,asian,62.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,buddhism
20445,58800,28,single,m,straight,5,other,1,never,graduated from college/university,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
10069,28716,35,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
18790,54061,20,single,f,straight,5,anything,2,never,working on college/university,white,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
12091,34526,40,single,m,straight,5,anything,2,never,graduated from grad,white,67.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,judaism
1201,3344,29,single,m,gay,4,anything,5,never,graduated from grad,white,71.0,law / legal services,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
2588,7220,52,single,f,straight,4,anything,2,never,graduated from college/university,white,65.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
1440,3993,32,married,f,bisexual,4,anything,2,never,graduated from grad,white,67.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
13963,39787,38,single,f,straight,5,kosher,2,never,graduated from grad,white,62.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism
11991,34215,33,single,m,straight,2,other,2,never,graduated from college/university,mixed,74.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
8588,24647,38,single,m,straight,3,anything,2,never,graduated from college/university,white,82.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,other
12544,35791,22,single,m,straight,5,anything,3,sometimes,graduated from college/university,mixed,68.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
3216,9008,28,single,f,straight,3,anything,2,never,graduated from grad,hispanic / latin,68.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
12886,36760,28,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,none
3261,9129,22,single,f,straight,5,anything,3,sometimes,graduated from high school,white,66.0,sales / marketing / biz dev,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
12772,36466,24,single,m,straight,5,anything,2,never,graduated from college/university,white,66.0,science / tech / engineering,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
17077,48987,38,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,62.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
