,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
394,40,single,f,straight,5,anything,2,never,graduated from grad,black,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
397,37,single,m,straight,5,vegetarian,0,never,graduated from high school,white,76.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
398,60,single,m,straight,5,anything,2,never,graduated from grad,white,71.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,agnosticism
402,22,single,f,straight,6,anything,3,sometimes,graduated from college/university,white,91.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
404,57,single,f,straight,3,vegetarian,1,never,graduated from college/university,white,62.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
405,43,single,f,straight,2,anything,2,never,graduated from college/university,white,67.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,buddhism
406,20,single,f,straight,3,anything,2,never,working on college/university,black,62.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
407,29,single,m,gay,4,vegetarian,2,never,graduated from college/university,white,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
411,41,single,f,straight,4,anything,2,never,graduated from college/university,mixed,64.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
413,23,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
414,49,single,f,straight,2,other,2,never,graduated from grad,white,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
415,59,single,m,straight,3,anything,2,never,graduated from college/university,mixed,71.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
420,33,single,f,straight,2,anything,3,never,graduated from college/university,white,73.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
422,36,single,m,straight,3,anything,2,never,graduated from college/university,mixed,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
425,30,single,f,gay,4,vegetarian,2,never,graduated from grad,white,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
431,28,single,m,straight,5,anything,2,never,graduated from college/university,mixed,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,Tatheism
433,29,single,m,bisexual,2,vegetarian,2,sometimes,graduated from grad,mixed,79.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
436,47,single,m,straight,5,anything,2,never,working on high school,white,76.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
437,24,single,m,straight,5,anything,2,never,graduated from college/university,asian,69.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
450,52,single,f,straight,4,anything,3,never,graduated from grad,white,65.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism
457,32,single,f,straight,5,anything,2,never,graduated from grad,indian,61.0,computer / hardware / software,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,hinduism.
458,31,single,f,straight,5,vegan,1,never,working on grad,mixed,64.0,political / government,A,whatever,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
460,22,single,f,straight,3,anything,2,never,working on college/university,mixed,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
463,44,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,construction / craftsmanship,A,does_not_matter,trying to quit,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism
469,32,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
471,39,single,f,straight,5,vegan,0,never,graduated from college/university,mixed,63.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other
472,47,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,66.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
473,33,single,m,straight,5,anything,2,sometimes,graduated from college/university,asian,70.0,science / tech / engineering,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
479,38,single,f,straight,5,vegetarian,1,never,graduated from grad,white,64.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
486,25,single,m,straight,3,anything,2,never,graduated from college/university,asian,70.0,banking / financial / real estate,A,does_not_matter,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,buddhism
490,23,single,m,straight,1,anything,4,often,graduated from college/university,white,72.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,other
493,48,single,m,straight,5,anything,1,never,graduated from grad,white,70.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
494,27,single,m,straight,5,anything,2,never,working on grad,white,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
496,59,single,m,straight,5,anything,2,never,graduated from college/university,asian,64.0,education / academia,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,other
498,24,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
502,30,single,m,straight,5,anything,2,never,working on grad,white,75.0,military,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
504,18,single,m,straight,5,anything,2,never,working on college/university,white,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
507,27,single,f,straight,4,vegetarian,2,never,graduated from college/university,white,64.0,entertainment / media,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
512,43,single,m,straight,3,anything,3,often,space camp,white,69.0,computer / hardware / software,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
514,30,single,m,straight,3,anything,2,never,graduated from college/university,asian,71.0,medicine / health,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
518,41,single,m,straight,3,anything,2,never,graduated from grad,white,75.0,military,A,matters,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
520,37,single,m,straight,3,anything,2,never,graduated from grad,asian,68.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
526,42,single,m,straight,5,anything,2,never,graduated from high school,hispanic / latin,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
531,26,single,f,straight,2,anything,2,never,working on college/university,mixed,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
532,37,single,m,straight,5,anything,2,sometimes,graduated from college/university,black,75.0,transportation,A,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,christianity
535,50,single,m,straight,3,anything,3,never,graduated from college/university,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
542,49,single,m,straight,5,anything,2,sometimes,space camp,mixed,70.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism
546,32,single,m,straight,2,anything,1,sometimes,space camp,mixed,83.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
548,26,single,f,straight,2,vegan,5,often,dropped out of high school,mixed,59.0,other,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
549,23,single,m,straight,3,anything,2,sometimes,working on college/university,asian,71.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,none
551,28,single,m,straight,5,anything,1,never,graduated from college/university,white,69.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
552,44,single,m,bisexual,5,anything,2,sometimes,working on college/university,mixed,76.0,other,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
563,36,single,m,straight,3,anything,3,sometimes,graduated from high school,white,72.0,entertainment / media,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
564,41,single,f,bisexual,5,anything,3,never,graduated from college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
565,45,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,70.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
567,26,single,m,straight,3,anything,3,never,graduated from college/university,white,76.0,political / government,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
568,23,single,m,straight,5,anything,2,never,graduated from college/university,white,67.0,artistic / musical / writer,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
570,29,single,m,straight,3,anything,2,never,graduated from grad,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
572,33,single,f,straight,4,anything,0,never,graduated from college/university,white,60.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
573,52,single,m,straight,2,anything,2,never,graduated from high school,hispanic / latin,70.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
574,25,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,63.0,sales / marketing / biz dev,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
575,61,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
576,28,single,m,straight,3,anything,2,never,graduated from grad,white,71.0,sales / marketing / biz dev,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
577,35,single,m,straight,3,vegetarian,0,sometimes,working on grad,white,73.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,hinduism.
582,29,single,f,straight,5,anything,2,never,graduated from grad,white,68.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
584,45,single,m,straight,3,anything,2,never,working on college/university,asian,65.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
589,25,single,f,straight,4,anything,2,never,graduated from college/university,indian,63.0,executive / management,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,other
590,44,seeing someone,f,straight,4,vegetarian,2,sometimes,graduated from college/university,white,63.0,artistic / musical / writer,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
592,30,single,f,straight,5,anything,1,sometimes,working on college/university,white,66.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
593,58,single,f,straight,2,anything,2,never,graduated from grad,white,64.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,judaism
595,44,single,f,straight,5,anything,2,never,graduated from grad,white,68.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,judaism
597,38,single,f,straight,2,anything,2,sometimes,graduated from grad,mixed,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
598,47,single,f,straight,3,anything,1,never,graduated from grad,mixed,63.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism
600,28,single,m,bisexual,5,vegetarian,3,sometimes,graduated from high school,white,68.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
602,64,single,f,straight,3,anything,1,never,graduated from college/university,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
609,57,single,f,straight,2,anything,0,never,graduated from college/university,white,68.0,hospitality / travel,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
610,64,single,f,straight,5,vegetarian,2,never,graduated from grad,white,69.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
613,26,single,m,straight,3,anything,2,never,working on grad,white,73.0,medicine / health,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,judaism
615,45,single,f,straight,2,anything,2,never,graduated from grad,white,63.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
616,24,single,f,straight,3,anything,0,never,graduated from college/university,white,68.0,executive / management,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
623,26,single,f,straight,4,anything,2,never,graduated from college/university,white,64.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
625,25,single,f,straight,5,anything,2,never,graduated from grad,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
627,35,single,m,straight,5,anything,2,never,graduated from grad,white,71.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
629,21,single,m,straight,5,anything,2,sometimes,graduated from high school,mixed,74.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
630,48,single,f,straight,5,anything,2,never,graduated from college/university,white,69.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
632,27,single,m,bisexual,5,anything,4,sometimes,graduated from college/university,white,71.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
634,31,single,m,straight,4,anything,2,never,graduated from college/university,mixed,74.0,construction / craftsmanship,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,agnosticism
636,55,single,f,straight,2,other,2,never,graduated from grad,white,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism
637,37,single,f,straight,5,other,2,never,graduated from college/university,white,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism
638,24,single,m,straight,3,anything,2,never,working on college/university,white,74.0,sales / marketing / biz dev,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
639,32,single,f,straight,3,anything,2,never,graduated from grad,white,64.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,catholicism
640,18,single,m,straight,3,anything,0,never,graduated from high school,asian,70.0,military,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
641,19,single,m,straight,5,anything,2,never,working on high school,hispanic / latin,75.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
