,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
24001,30,m,straight,3,vegetarian,2,often,graduated from college/university,white,72,other,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,other,
32342,23,m,straight,3,other,2,sometimes,working on college/university,mixed,70,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
5409,38,f,bisexual,5,anything,2,never,graduated from college/university,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
10934,23,m,straight,4,vegan,3,sometimes,space camp,white,69,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
30179,21,m,straight,3,anything,0,never,working on college/university,mixed,72,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,atheism,
645,19,f,straight,1,anything,2,never,graduated from high school,hispanic / latin,63,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,
13810,24,m,straight,5,anything,2,never,working on college/university,white,72,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
26791,30,m,straight,5,anything,2,never,graduated from college/university,white,69,education / academia,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,christianity,
14131,19,f,straight,2,anything,2,never,working on college/university,hispanic / latin,69,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,
57063,21,f,straight,2,anything,2,never,working on college/university,white,66,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,
4392,23,f,straight,3,vegetarian,3,sometimes,working on college/university,white,70,student,whatever,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,none,
54473,58,m,straight,2,anything,2,never,graduated from grad,white,70,law / legal services,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,christianity,
28364,24,f,straight,3,anything,2,never,graduated from college/university,white,66,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
31120,47,m,straight,3,anything,2,never,graduated from grad,white,69,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
20895,34,m,straight,5,anything,2,sometimes,graduated from college/university,white,66,artistic / musical / writer,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
10213,47,m,straight,2,anything,2,never,graduated from grad,mixed,66,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
10760,29,f,straight,4,anything,3,never,graduated from college/university,white,70,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
59733,22,f,straight,4,vegetarian,2,never,working on college/university,white,67,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
9793,39,f,straight,3,anything,2,never,working on grad,white,69,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
3851,22,f,straight,3,vegetarian,2,never,working on college/university,white,64,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
1553,31,m,straight,5,anything,2,never,graduated from college/university,white,70,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
24924,47,m,straight,5,anything,2,never,graduated from college/university,white,70,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
17183,47,f,straight,2,anything,2,never,graduated from college/university,black,65,clerical / administrative,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
43778,28,m,gay,5,anything,2,never,working on college/university,mixed,66,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,
17569,30,m,straight,5,anything,2,never,graduated from college/university,white,66,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
904,27,m,straight,3,anything,2,never,working on grad,mixed,73,education / academia,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
26313,30,m,straight,5,anything,1,sometimes,graduated from college/university,white,74,computer / hardware / software,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
16653,42,m,straight,2,anything,2,never,graduated from college/university,white,71,sales / marketing / biz dev,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
32496,45,m,gay,3,anything,2,never,working on college/university,white,69,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,none,
38930,58,m,straight,5,anything,3,never,graduated from grad,white,74,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism,
36976,25,m,straight,3,anything,2,never,graduated from grad,mixed,68,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
15469,32,m,straight,5,anything,2,sometimes,working on college/university,mixed,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,catholicism,
53590,27,m,straight,3,other,2,never,working on college/university,white,74,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,atheism,
41815,40,f,straight,2,anything,2,never,graduated from grad,white,63,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,
6337,26,m,gay,3,vegetarian,2,never,graduated from college/university,white,70,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other,
54310,28,m,straight,5,vegan,0,never,working on grad,white,69,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
43146,19,f,straight,3,anything,1,never,working on college/university,white,66,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
4569,26,m,straight,5,anything,2,never,graduated from college/university,white,72,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
2511,19,f,straight,2,vegetarian,2,never,working on college/university,white,68,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,11
7008,63,f,straight,5,anything,3,never,working on college/university,white,68,clerical / administrative,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
5385,33,m,straight,5,vegetarian,1,never,graduated from college/university,mixed,69,executive / management,whatever,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,atheism,
13734,29,f,straight,5,anything,2,never,graduated from college/university,mixed,67,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
59142,29,m,gay,3,vegetarian,2,sometimes,space camp,white,69,medicine / health,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,
16439,45,m,straight,3,anything,2,never,graduated from college/university,white,69,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,
11308,33,f,straight,3,anything,2,never,graduated from college/university,mixed,63,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
59075,44,f,straight,3,anything,2,never,graduated from grad,white,68,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,atheism,
6239,21,m,straight,5,anything,2,never,working on college/university,mixed,72,student,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,5
42560,25,m,gay,2,vegetarian,1,never,working on grad,white,74,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,
51689,25,f,bisexual,3,other,2,never,graduated from college/university,white,61,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
16560,35,f,straight,5,vegetarian,0,never,graduated from grad,white,70,other,whatever,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,islam,
50791,22,m,straight,5,anything,2,sometimes,working on college/university,white,71,entertainment / media,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,
59302,22,m,straight,4,anything,2,never,working on college/university,white,64,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
53818,24,m,straight,5,other,2,never,graduated from college/university,white,71,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism,
42028,33,f,straight,2,anything,2,never,graduated from grad,hispanic / latin,62,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other,
37467,31,m,gay,5,anything,2,never,graduated from grad,mixed,68,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
9856,45,m,straight,3,other,2,never,graduated from college/university,hispanic / latin,68,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,none,
7829,24,m,straight,2,anything,2,sometimes,graduated from college/university,white,68,entertainment / media,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
23033,28,m,straight,3,anything,3,never,space camp,white,67,hospitality / travel,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
38798,23,m,straight,3,anything,2,sometimes,graduated from college/university,white,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
25465,35,f,straight,5,vegetarian,2,never,graduated from grad,indian,67,science / tech / engineering,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,1
41767,26,m,straight,3,other,2,never,graduated from college/university,mixed,71,other,does_not_matter,when drinking,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,atheism,
5220,42,m,straight,5,vegetarian,2,never,graduated from college/university,white,71,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,
46791,27,m,straight,5,anything,2,never,working on grad,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,
4552,49,m,straight,3,anything,2,never,graduated from grad,asian,66,computer / hardware / software,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,agnosticism,KK
44388,24,m,straight,5,anything,2,never,working on grad,white,72,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,KK
39673,33,f,gay,3,anything,2,sometimes,working on college/university,asian,62,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
29729,42,m,straight,5,anything,2,sometimes,graduated from college/university,white,76,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,
34174,25,m,straight,5,other,2,never,working on grad,white,70,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
17251,27,m,bisexual,5,anything,2,never,working on grad,white,74,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
29815,20,f,straight,1,halal,0,often,working on high school,mixed,59,sales / marketing / biz dev,matters,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,hinduism.,D
575,61,m,straight,5,anything,2,never,graduated from college/university,white,68,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,
18714,44,m,gay,3,anything,0,never,graduated from college/university,asian,67,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
45312,62,f,straight,3,other,0,never,graduated from grad,white,60,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
51163,37,f,straight,3,vegan,1,never,graduated from college/university,mixed,68,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other,
55464,27,m,straight,1,anything,3,never,working on college/university,mixed,80,other,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,JJ
20883,43,m,straight,5,other,0,never,graduated from grad,white,73,artistic / musical / writer,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,buddhism,JJ
9017,31,m,straight,5,anything,3,sometimes,space camp,mixed,70,other,whatever,sometimes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
16209,34,m,straight,5,anything,3,sometimes,graduated from college/university,white,75,hospitality / travel,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
33323,24,m,straight,3,anything,2,never,graduated from college/university,white,74,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism,
35454,31,m,straight,5,anything,2,never,graduated from grad,white,72,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
44085,52,m,straight,5,anything,2,never,graduated from grad,white,67,retired,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none,
9931,25,m,straight,3,anything,2,often,graduated from college/university,white,73,entertainment / media,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
1145,44,m,straight,3,anything,0,never,graduated from grad,white,71,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
46814,28,f,straight,5,anything,0,never,graduated from college/university,white,66,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,christianity,
44844,32,m,straight,5,anything,2,sometimes,graduated from college/university,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
29816,38,m,straight,3,anything,0,never,graduated from college/university,white,69,science / tech / engineering,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,
433,29,m,bisexual,2,vegetarian,2,sometimes,graduated from grad,mixed,79,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
42030,25,f,straight,2,anything,2,never,working on grad,white,65,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
45967,54,m,straight,5,vegan,2,never,graduated from college/university,black,69,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
44392,37,f,gay,5,anything,0,never,graduated from grad,asian,65,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
59742,25,f,straight,5,anything,2,never,graduated from college/university,white,68,sales / marketing / biz dev,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
52845,21,f,straight,2,anything,2,sometimes,graduated from college/university,hispanic / latin,67,other,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
42697,24,m,gay,3,vegan,0,never,working on college/university,white,72,science / tech / engineering,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,12
48246,48,m,straight,3,anything,1,never,graduated from grad,white,71,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
53952,43,m,straight,3,anything,2,never,working on grad,asian,66,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
21257,31,m,straight,5,anything,2,never,working on grad,hispanic / latin,67,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,
50259,26,m,straight,3,anything,2,never,graduated from college/university,white,76,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
